permno,comnam
90964.0,CORDIA BANCORP INC
90965.0,NAVIOS MARITIME HOLDINGS INC
90966.0,CBEYOND COMMUNICATIONS INC
90966.0,CBEYOND INC
90967.0,PEOPLE RIDESHARING SYS INC
90968.0,COMBINATORX INC
90968.0,ZALICUS INC
90968.0,EPIRUS BIOPHARMACEUTICALS INC
90969.0,DOVER SADDLERY INC
90970.0,FIRST NATIONAL BANCSHARES INC S
90971.0,IROBOT CORP
90972.0,JONES SODA CO
90973.0,O2MICRO INTERNATIONAL LTD
90974.0,ROTECH HEALTHCARE INC
90975.0,PEOPLES NATL BK WASH SEATTLE
90975.0,PEOPLES BAN CORP
90976.0,ORIGIN AGRITECH LTD
90977.0,SAIFUN SEMICONDUCTORS LTD
90978.0,SUNPOWER CORP
90979.0,UNDER ARMOUR INC
90980.0,UNION DRILLING INC
90981.0,VIMICRO INTERNATIONAL CORP
90982.0,VOCALTEC COMMUNICATIONS LTD NEW
90982.0,VOCALTEC COMMUNICATIONS LTD
90982.0,MAGICJACK VOCALTEC LTD
90983.0,PEOPLES BANK CATAWBA NC
90983.0,PEOPLES BANCORP NC INC NEW
90984.0,WEBSITE PROS INC
90984.0,WEB COM GROUP INC
90985.0,ANORMED INC
90986.0,BIRKS & MAYORS INC
90986.0,BIRKS GROUP INC
90987.0,BOARDWALK PIPELINE PARTNERS LP
90988.0,BROOKDALE SENIOR LIVING INC
90989.0,CLEAR CHANNEL OUTDOOR HLDGS INC
90990.0,GALAXY ENERGY CORP
90991.0,PHOENIX FINANCIAL CORP IDCD PHO
90992.0,I H S INC
90993.0,INTERCONTINENTALEXCHANGE INC
90993.0,INTERCONTINENTALEXCHANGE GRP IN
90994.0,INTERNATIONAL COAL GROUP INC
90995.0,MINCO MINING AND METALS CORP
90995.0,MINCO GOLD CORP
90996.0,MINRAD INTERNATIONAL INC
90997.0,NEWKIRK REALTY TRUST INC
90998.0,NUVEEN EQUITY PREMIUM & GRWTH F
90998.0,NUVEEN S P 500 DYNAMIC OVERWR F
90999.0,PRECISION DRILLING TRUST
90999.0,PRECISION DRILLING CORP
91000.0,QUEST CAPITAL CORP
91000.0,SPROTT RESOURCE LENDING CORP
91001.0,STREETTRACKS SERIES TRUST
91001.0,SPDR SERIES TRUST
91002.0,STREETTRACKS SERIES TRUST
91002.0,SPDR SERIES TRUST
91003.0,PICTEL CORP
91003.0,PICTURETEL CORP
91004.0,STREETTRACKS SERIES TRUST
91004.0,SPDR SERIES TRUST
91005.0,STREETTRACKS SERIES TRUST
91005.0,SPDR SERIES TRUST
91006.0,STREETTRACKS SERIES TRUST
91006.0,SPDR SERIES TRUST
91007.0,STREETTRACKS SERIES TRUST
91007.0,SPDR SERIES TRUST
91008.0,STREETTRACKS SERIES TRUST
91008.0,SPDR SERIES TRUST
91009.0,STREETTRACKS SERIES TRUST
91009.0,SPDR SERIES TRUST
91010.0,STREETTRACKS SERIES TRUST
91010.0,SPDR SERIES TRUST
91011.0,PIEDMONT FEDERAL SVGS BK VA
91011.0,PIEDMONT FEDERAL CORP
91012.0,TRONOX INC
91013.0,NUCRYST PHARMACEUTICALS CORP
91014.0,DELIA S INC NEW
91015.0,B C B BANCORP INC
91016.0,CAPITALSOUTH BANCORP
91017.0,CAROLINA NATIONAL CORP
91018.0,CORE MARK HOLDING CO INC
91019.0,C R M HOLDINGS LTD
91019.0,MAJESTIC CAPITAL LTD
91020.0,CYNOSURE INC
91021.0,CYTORI THERAPEUTICS INC
91022.0,DIRECTED ELECTRONICS INC
91022.0,D E I HOLDINGS
91023.0,FREESEAS INC
91024.0,LORAL SPACE & COMMUNICATIONS IN
91025.0,NEW ENGLAND BANCSHARES INC
91026.0,PIXELPLUS CO LTD
91027.0,SCOPUS VIDEO NETWORKS LTD
91028.0,SOMAXON PHARMACEUTICALS INC
91029.0,SPANSION INC
91030.0,PIONEER SAVINGS BK
91030.0,PIONEER SAVINGS BANK FSB
91031.0,TRIPLE CROWN MEDIA INC
91032.0,DEALERTRACK HOLDINGS INC
91032.0,DEALERTRACK TECHNOLOGIES INC
91033.0,VOCUS INC
91034.0,WHITTIER ENERGY CORP
91035.0,WIDERTHAN CO LTD
91036.0,AVIZA TECHNOLOGY INC
91037.0,ADVANTAGE ENERGY INCOME FUND
91037.0,ADVANTAGE OIL & GAS LTD
91038.0,ALMADEN MINERALS LTD
91039.0,B P I INDUSTRIES INC
91039.0,B P I ENERGY HOLDINGS INC
91040.0,BASIC ENERGY SERVICES INC
91041.0,C C E SPINCO INC
91041.0,LIVE NATION INC
91041.0,LIVE NATION ENTERTAINMENT INC
91042.0,COLD SPRING CAPITAL INC
91043.0,COMPTON PETROLEUM CORP
91044.0,D C P MIDSTREAM PARTNERS LP
91044.0,D C P MIDSTREAM LP
91045.0,EMERGENCY MEDICAL SERVICES CORP
91046.0,PIONEER COMMUNICATIONS NETWORK
91047.0,EURO CURRENCY TRUST
91047.0,CURRENCYSHARES EURO TRUST
91047.0,INVESCO CURRENCYSHARES EURO TR
91048.0,EUROZINC MINING CORP
91049.0,KIMBER RESOURCES INC
91050.0,MEDICSIGHT INC
91050.0,M G T CAPITAL INVESTMENTS INC
91051.0,PATNI COMPUTER SYSTEMS LTD
91051.0,IGATE COMPUTER SYSTEMS LTD
91052.0,POWERSHARES E T F TRUST
91052.0,INVESCO E T F TRUST
91053.0,POWERSHARES E T F TRUST
91053.0,INVESCO E T F TRUST
91054.0,PIZZA TRANSPORT AUTH INC
91055.0,POWERSHARES E T F TRUST
91055.0,INVESCO E T F TRUST
91056.0,POWERSHARES E T F TRUST
91057.0,POWERSHARES E T F TRUST
91058.0,REPUBLIC PROPERTY TRUST
91059.0,SOFTBRANDS INC
91060.0,SUNAMERICA FOCUSED ALPHA LG CAP
91061.0,SUNTECH POWER HOLDINGS CO LTD
91062.0,POLYCOMPUTERS INC
91063.0,VIACOM INC NEW
91064.0,VIREXX MEDICAL CORP
91065.0,COPA HOLDINGS SA
91066.0,VIACOM INC NEW
91067.0,C N X GAS CORP
91068.0,CHIPOTLE MEXICAN GRILL INC
91069.0,GASTAR EXPLORATION LTD
91069.0,GASTAR EXPLORATION INC
91069.0,GASTAR EXPLORATION INC NEW
91070.0,GLOBAL ENTERTAINMENT CORP
91071.0,MIRANT CORP NEW
91072.0,R M K MULTI SECTOR HIGH INC FUN
91072.0,HELIOS MULTI SECTOR HG INC FD I
91073.0,WESTERN REFINING INC
91074.0,ALTUS PHARMACEUTICALS INC
91075.0,AMERICAN RAILCAR INDUSTRIES INC
91076.0,CALUMET SPECIALTY PRODS PTNRS L
91077.0,CONNECTICUT BANK & TRUST CO
91078.0,EPICEPT CORP
91078.0,IMMUNE PHARMACEUTICALS INC
91079.0,FORTUNET INC
91080.0,H & E EQUIPMENT SERVICES INC
91081.0,LINN ENERGY LLC
91082.0,INCREDIMAIL LTD
91082.0,PERION NETWORK LTD
91083.0,MAGYAR BANCORP INC
91084.0,REGENCY ENERGY PARTNERS L P
91085.0,TRAFFIC COM INC
91086.0,ACORDA THERAPEUTICS INC
91087.0,AMCOMP INC NEW
91088.0,CARDICA INC
91088.0,DEXTERA SURGICAL INC
91089.0,POUGHKEEPSIE SAVINGS BANK FSB N
91089.0,POUGHKEEPSIE FINANCIAL CORP
91090.0,CROCS INC
91091.0,DIGITAL MUSIC GROUP INC
91091.0,ORCHARD ENTERPRISES INC
91092.0,ETRIALS WORLDWIDE INC
91094.0,IOMAI CORP
91095.0,LIQUIDITY SERVICES INC
91096.0,MORGANS HOTEL GROUP CO
91097.0,POWER RECOVERY SYS INC
91098.0,NIGHTHAWK RADIOLOGY HOLDINGS IN
91099.0,NTELOS HOLDINGS CORP
91100.0,ROSETTA RESOURCES INC
91101.0,S G X PHARMACEUTICALS INC
91102.0,THOMAS WEISEL PARTNERS GROUP IN
91103.0,U A L CORP
91103.0,UNITED CONTINENTAL HOLDINGS INC
91104.0,VALERA PHARMACEUTICALS INC
91105.0,AMERICAN TELECOM SERVICES INC
91106.0,BLACKROCK LONG TERM MUNI ADV TR
91107.0,CANETIC RESOURCES TRUST
91108.0,COINMACH SERVICE CORP
91109.0,E X C O RESOURCES INC
91110.0,PRAGMA BIO TECH INC
91111.0,ENERGY TRANSFER EQUITY L P
91111.0,ENERGY TRANSFER L P
91112.0,GRUPO AEROPORTUARIO DEL PAC SA
91112.0,GRUPO AEROPORTUARIO DEL PAC SAB
91113.0,HEALTHSPRING INC
91114.0,KOPPERS HOLDINGS INC
91115.0,MAGELLAN MIDSTREAM HOLDINGS LP
91116.0,MARINER ENERGY INC
91117.0,MORTONS RESTAURANT GROUP INC NE
91118.0,POWERSHARES E T F TRUST
91119.0,RESOURCE CAPITAL CORP
91119.0,EXANTAS CAPITAL CORP
91120.0,SPARK NETWORKS PLC
91121.0,STAR MARITIME ACQUISITION CORP
91122.0,STREETTRACKS SERIES TRUST
91122.0,SPDR SERIES TRUST
91123.0,STREETTRACKS SERIES TRUST
91123.0,SPDR SERIES TRUST
91124.0,STREETTRACKS SERIES TRUST
91124.0,SPDR SERIES TRUST
91125.0,TERNIUM S A
91126.0,PRAXIS PHARMACEUTICALS INC
91126.0,ETHIGEN CORP
91127.0,SMART MODULAR TECHS W W H INC
91128.0,GULFPORT ENERGY CORP
91129.0,D B COMMODITY INDEX TRACKING FD
91129.0,POWERSHARES D B COMM IDX TRK FD
91129.0,INVESCO D B COMM IDX TRK FD
91130.0,VANGUARD INTL EQUITY INDEX FUND
91131.0,VANGUARD INTL EQUITY INDEX FUND
91132.0,VANGUARD INTL EQUITY INDEX FUND
91133.0,BANCO MACRO BANSUD S A
91133.0,BANCO MACRO S A
91134.0,PREFERRED SAVINGS BK
91135.0,BAYTEX ENERGY TRUST
91135.0,BAYTEX ENERGY CORP
91136.0,ENDEAVOR ACQUISITION CORP
91136.0,AMERICAN APPAREL INC
91137.0,FIRST TRUST EXCHANGE TRADED FUN
91138.0,FIRST TRUST STRAT HIGH INC FD I
91139.0,GRUBB & ELLIS REALTY ADVISORS
91140.0,KUHLMAN COMPANY INC
91141.0,MEDIVATION INC
91142.0,PREMIER FINANCIAL SERVICES INC
91143.0,N Y S E GROUP INC
91143.0,N Y S E EURONEXT
91144.0,RYDEX E T F TRUST
91145.0,RYDEX E T F TRUST
91146.0,RYDEX E T F TRUST
91147.0,RYDEX E T F TRUST
91148.0,RYDEX E T F TRUST
91149.0,RYDEX E T F TRUST
91150.0,THOMAS EQUIPMENT INC
91151.0,TIM HORTONS INC
91152.0,TRANSDIGM GROUP INC
91153.0,TRONOX INC
91154.0,ALEXZA PHARMACEUTICALS INC
91155.0,AMERICASBANK CORP
91156.0,AMERITYRE CORP
91157.0,CLAYTON HOLDINGS INC
91158.0,EAGLE TEST SYSTEMS INC
91159.0,GIGABEAM CORP
91160.0,GLOBAL TRAFFIC NETWORK INC
91161.0,GREEN PLAINS RENEWABLE ENERGY I
91161.0,GREEN PLAINS INC
91162.0,CHINA GRENTECH CORP LTD
91163.0,HIMAX TECHNOLOGIES INC
91164.0,HOUSE OF TAYLOR JEWELRY INC
91165.0,I P C S INC
91166.0,NEXTEST SYSTEMS CORP
91167.0,UNITED COMMUNITY BANCORP IN
91167.0,UNITED COMMUNITY BANCORP NEW
91169.0,PRESIDENTIAL AIRWAYS
91170.0,BLUE HOLDINGS INC
91171.0,COMMUNITY PARTNERS BANCORP
91171.0,TWO RIVER BANCORP
91172.0,C P I INTERNATIONAL INC
91173.0,COREL CORP NEW
91174.0,LABOPHARM INC
91175.0,VISICU INC
91176.0,LAKE SHORE BANCORP INC
91177.0,PRICE STERN SLOAN PUBLISHERS
91177.0,PRICE STERN SLOAN INC
91178.0,OMRIX BIOPHARMACEUTICALS INC
91179.0,OMEGA NAVIGATION ENTERPRISES IN
91180.0,PEGASUS WIRELESS CORP
91181.0,FIRST TRUST EXCHANGE TRADED FUN
91182.0,FIRST TRUST EXCHANGE TRADED FUN
91183.0,R A M HOLDINGS LTD
91184.0,TARGACEPT INC
91184.0,CATALYST BIOSCIENCES INC
91185.0,PRINCEVILLE DEVELOPMENT CORP
91185.0,PRINCEVILLE CORP NEW
91186.0,VANDA PHARMACEUTICALS INC
91187.0,VALLEY FINANCIAL CORP VA
91190.0,ACQUICOR TECHNOLOGY INC
91190.0,JAZZ TECHNOLOGIES INC
91191.0,ARIZONA STAR RESOURCE CORP
91192.0,CASTLE BRANDS INC
91193.0,PRISM ENTERTAINMENT CORP
91194.0,CLOUGH GLOBAL OPPORTUNITIES FUN
91195.0,COMPLETE PRODUCTION SERVICES IN
91196.0,CORRIENTE RESOURCES INC
91197.0,FIRST TRUST E T F
91198.0,GLOBAL INCOME & CURRENCY FD INC
91199.0,GLOBAL LOGISTICS ACQUISITION CO
91199.0,CLARK HOLDINGS INC
91200.0,GOODMAN GLOBAL INC
91201.0,INDIA GLOBALIZATION CAPITAL INC
91202.0,ISHARES TRUST
91203.0,NORTH AMERICAN INSUR LEADERS IN
91204.0,PORTLAND GENERAL ELECTRIC CO
91205.0,SEALY CORP
91206.0,PROCARE INDUSTRIES LTD
91207.0,STARWOOD HOTELS & REST WLDWD IN
91208.0,UNITED STATES OIL FUND L P
91209.0,VANGUARD SPECIALIZED FUND
91211.0,AURORA OIL & GAS CORP
91212.0,BURGER KING HOLDINGS INC
91213.0,CLAYMORE RAYMOND JAMES SB1 EQTY
91214.0,PRODUCT DESIGN & ENGR INC
91215.0,DELEK U S HOLDINGS INC
91215.0,DELEK U S HOLDINGS INC NEW
91216.0,DYNCORP INTERNATIONAL INC
91217.0,EATON VANCE CREDIT OPPORTS FUND
91218.0,EMBARQ CORP
91219.0,HARBOR ACQUISITION CORP
91220.0,ISHARES TRUST
91221.0,ISHARES TRUST
91222.0,ISHARES TRUST
91223.0,ISHARES TRUST
91224.0,ISHARES TRUST
91225.0,ISHARES TRUST
91226.0,ISHARES TRUST
91227.0,ISHARES TRUST
91228.0,ISHARES TRUST
91229.0,ISHARES TRUST
91230.0,J K ACQUISITION CORP
91231.0,K S W INC
91232.0,MARKET VECTORS E T F TRUST
91232.0,VANECK VECTORS E T F TRUST
91233.0,MASTERCARD INC
91234.0,MUELLER WATER PRODUCTS INC
91235.0,R M R ASIA PACIFIC REAL EST FUN
91236.0,SCOTTISH POWER PLC
91237.0,VONAGE HOLDINGS CORP
91249.0,PROFIT TECHNOLOGY INC
91257.0,PROGRESS FEDERAL SAVINGS BANK
91257.0,PROGRESS FINANCIAL CORP
91262.0,ATLAS AIR WORLDWIDE HOLDINGS IN
91263.0,ALLIANCE HOLDINGS G P L P
91264.0,AMERICAN MOLD GUARD INC
91265.0,PROVIDENT AMERICAN CORP
91265.0,HEALTHAXIS INC
91265.0,B P O MANAGEMENT SERVICES INC P
91266.0,BAY NATIONAL CORP
91267.0,BIOMIMETIC THERAPEUTICS INC
91268.0,BASIN WATER INC
91269.0,CHINA B A K BATTERY INC
91269.0,C B A K ENERGY TECHNOLOGY INC
91270.0,CHELSEA THERAPEUTICS INTL LTD
91271.0,COMPASS DIVERSIFIED TRUST
91271.0,COMPASS DIVERSIFIED HOLDINGS
91272.0,COMMUNITY VALLEY BANCORP
91273.0,PYRAMID TECHNOLOGY CORP
91274.0,FIRST BANCSHARES INC MS
91275.0,LIBERTY MEDIA CORP NEW
91276.0,LIBERTY MEDIA CORP NEW
91277.0,LIBERTY MEDIA CORP NEW
91277.0,LIBERTY INTERACTIVE CORP
91277.0,QURATE RETAIL GROUP INC
91277.0,QURATE RETAIL INC Q V C GROUP
91277.0,QURATE RETAIL INC
91278.0,LIBERTY MEDIA CORP NEW
91278.0,LIBERTY INTERACTIVE CORP
91278.0,QURATE RETAIL GROUP INC
91278.0,QURATE RETAIL INC Q V C GROUP
91278.0,QURATE RETAIL INC
91279.0,NOVACEA INC
91279.0,TRANSCEPT PHARMACEUTICALS INC
91279.0,PARATEK PHARMACEUTICALS INC
91280.0,NORTHSTAR NEUROSCIENCE INC
91281.0,Q M A X TECHNOLOGY GROUP INC
91282.0,PENSON WORLDWIDE INC
91283.0,R A M ENERGY RESOURCES INC
91283.0,HALCON RESOURCES CORP
91284.0,RESTORE MEDICAL INC
91285.0,VESTIN REALTY MORTGAGE II INC
91286.0,VIRTUALSCOPICS INC
91287.0,UNITED SERVICES ADVISORS INC
91287.0,U S GLOBAL INVESTORS INC
91288.0,AVENTINE RENEWBL ENRGY HLDGS IN
91289.0,BEVERLY NATIONAL CORP
91290.0,CURRENCYSHARES SWEDISH KRONA TR
91290.0,INVESCO CURRENCYSHARES SE KRONA
91291.0,CURRENCYSHARES BRTSH PND STLG T
91291.0,INVESCO CRRNCYSHRS BRTSH PND ST
91292.0,CURRENCYSHARES AUSTRALIAN DLR T
91292.0,INVESCO CURRENCYSHARES AUS DLR
91293.0,CURRENCYSHARES SWISS FRANC TRUS
91293.0,INVESCO CURRENCYSHARES SWISS FR
91294.0,CURRENCYSHARES CANADIAN DLR TR
91294.0,INVESCO CURRENCYSHARES CA DLR T
91295.0,CURRENCYSHARES MEXICAN PESO TR
91296.0,FIRST TRUST TAX ADVAN PFD INC F
91297.0,FIRST TRUST EXCHANGE TRADED FUN
91298.0,FIRST TRUST EXCHANGE TRADED FUN
91299.0,GENERAL FINANCE CORP
91300.0,QUANTUM DIAGNOSTICS LTD
91301.0,HIGHLAND CREDIT STRATEGIES FUND
91301.0,PYXIS CREDIT STRATEGIES FUND
91301.0,NEXPOINT CREDIT STRATEGIES FUND
91301.0,NEXPOINT STRATEGIC OPP FUND
91302.0,J CREW GROUP INC
91303.0,KODIAK OIL & GAS CORP
91304.0,NUVEEN GLBL GVMNT ENHANCD INC F
91304.0,NUVEEN GLOBAL INCOME OPPS FD
91305.0,PENN WEST ENERGY TRUST
91305.0,PENN WEST PETROLEUM LTD
91305.0,OBSIDIAN ENERGY LTD
91306.0,POLYMET MINING CORP
91307.0,PROSHARES TRUST
91308.0,PROSHARES TRUST
91309.0,PROSHARES TRUST
91310.0,PROSHARES TRUST
91311.0,PROSHARES TRUST
91312.0,PROSHARES TRUST
91313.0,PROSHARES TRUST
91314.0,PROSHARES TRUST
91315.0,STREETTRACKS SERIES TRUST
91315.0,SPDR SERIES TRUST
91316.0,STREETTRACKS SERIES TRUST
91316.0,SPDR SERIES TRUST
91317.0,STREETTRACKS SERIES TRUST
91317.0,SPDR SERIES TRUST
91318.0,STREETTRACKS SERIES TRUST
91318.0,SPDR SERIES TRUST
91319.0,STREETTRACKS SERIES TRUST
91319.0,SPDR SERIES TRUST
91320.0,STREETTRACKS SERIES TRUST
91320.0,SPDR SERIES TRUST
91321.0,TECK COMINCO LTD
91321.0,TECK RESOURCES LTD
91322.0,VERASUN ENERGY CORP
91323.0,VICEROY EXPLORATION LTD
91324.0,WISDOMTREE TRUST
91325.0,WISDOMTREE TRUST
91326.0,WISDOMTREE TRUST
91327.0,WISDOMTREE TRUST
91328.0,WISDOMTREE TRUST
91329.0,QUINCY COOP BK MASS
91330.0,WISDOMTREE TRUST
91331.0,WISDOMTREE TRUST
91332.0,WISDOMTREE TRUST
91333.0,WISDOMTREE TRUST
91334.0,WISDOMTREE TRUST
91335.0,WISDOMTREE TRUST
91336.0,WISDOMTREE TRUST
91337.0,R H N B CORP
91338.0,WISDOMTREE TRUST
91339.0,WISDOMTREE TRUST
91340.0,WISDOMTREE TRUST
91341.0,WISDOMTREE TRUST
91342.0,WISDOMTREE TRUST
91343.0,WISDOMTREE TRUST
91344.0,WISDOMTREE TRUST
91345.0,R 2 CORP
91346.0,WISDOMTREE TRUST
91347.0,XETHANOL CORP
91347.0,GLOBAL ENERGY HOLDINGS GROUP IN
91348.0,ALPHATEC HOLDINGS INC
91349.0,TOWN SPORTS INTL HOLDINGS INC
91350.0,C T C MEDIA INC
91351.0,EASTERN INSURANCE HOLDINGS INC
91352.0,GMARKET INC
91353.0,RADIATION DISPOSAL SYS INC
91354.0,GOLFSMITH INTL HLDGS INC
91355.0,HILL INTERNATIONAL INC
91356.0,HOME BANCSHARES INC
91357.0,HOUSTON WIRE & CABLE CO
91358.0,LOOPNET INC
91359.0,LUNA INNOVATIONS INC
91360.0,NEW CENTURY BANCORP INC NC
91360.0,SELECT BANCORP INC
91361.0,RAINIER REALTY INVESTORS
91362.0,OMNITURE INC
91363.0,P G T INC
91363.0,P G T INNOVATIONS INC
91364.0,PREMIER EXHIBITIONS INC
91365.0,REPLIDYNE INC
91365.0,CARDIOVASCULAR SYSTEMS INC DEL
91366.0,SYNCHRONOSS TECHNOLOGIES INC
91367.0,SYSTEMS XCELLENCE INC
91367.0,S X C HEALTH SOLUTIONS CORP
91367.0,CATAMARAN CORP
91369.0,TENNESSEE COMMERCE BANCORP INC
91370.0,TECHWELL INC
91371.0,VOLCANO CORP
91372.0,VERIGY LTD
91373.0,VESTIN REALTY MORTGAGE I INC
91374.0,ALPINE GLOBAL DYNAMIC DIVID FD
91374.0,ABERDEEN GLOBAL DYNAMIC DIV FD
91375.0,ARCADIA RESOURCES INC
91376.0,ATLAS PIPELINE HOLDINGS L P
91376.0,ATLAS ENERGY L P
91377.0,CRYSTAL RIVER CAPITAL INC
91378.0,FIRST TRUST EXCHANGE TRADED FUN
91379.0,HOUSTON AMERICAN ENERGY CORP
91380.0,REEBOK INTERNATIONAL LTD
91381.0,ISHARES GSCI COMMODITY INDEX TR
91381.0,ISHARES S & P GSCI COMM INDEX T
91382.0,JAVELIN PHARMACEUTICALS INC
91383.0,NUVEEN GLOBAL VALUE OPPORT FUND
91383.0,NUVEEN GLOBAL EQUITY INCOME FD
91384.0,PROSHARES TRUST
91385.0,PROSHARES TRUST
91386.0,PROSHARES TRUST
91387.0,PROSHARES TRUST
91388.0,REALOGY CORP
91389.0,VALERO G P HOLDINGS LLC
91389.0,NUSTAR G P HOLDINGS LLC
91390.0,W N S HOLDINGS LTD
91391.0,WINDSTREAM CORP
91391.0,WINDSTREAM HOLDINGS INC
91392.0,WYNDHAM WORLDWIDE CORP
91392.0,WYNDHAM DESTINATIONS INC
91393.0,ALLIED WORLD ASSUR CO HLDGS LTD
91393.0,ALLIED WORLD ASSUR CO HLDGS AG
91394.0,SHANGHAI CENTURY ACQUISITN CORP
91395.0,CLEVELAND BIOLABS INC
91396.0,REGINA INC
91397.0,CHICOPEE BANCORP INC
91398.0,COWEN GROUP INC
91399.0,CIVITAS BANKGROUP INC
91400.0,FIRST CLOVER LEAF FINANCIAL COR
91401.0,GEOMET INC
91402.0,CHART INDUSTRIES INC
91403.0,KAISER ALUMINUM CORP
91404.0,LIBERTY BANCORP INC MO
91405.0,NORTHEAST COMMUNITY BANCORP INC
91406.0,NEWPORT BANCORP INC
91407.0,ROMA FINANCIAL CORP
91408.0,SUMMIT STATE BANK
91409.0,RENT A WRECK OF AMERICA INC
91410.0,BUCKEYE G P HOLDINGS L P
91411.0,CANWEST PETROLEUM CORP
91411.0,OILSANDS QUEST INC
91412.0,ENOVA SYSTEMS INC
91413.0,EVERCORE PARTNERS INC
91413.0,EVERCORE INC
91414.0,FIRST TRUST ABERDEEN EMERG OP F
91415.0,H D PARTNERS ACQUISITION CORP
91416.0,HANESBRANDS INC
91417.0,REPROTECH INC
91418.0,IDAHO GENERAL MINES INC
91418.0,GENERAL MOLY INC
91419.0,PETRO RESOURCES CORP
91419.0,MAGNUM HUNTER RESOURCES CORP
91420.0,QIMONDA A G
91421.0,SOLITARIO RESOURCES CORP
91421.0,SOLITARIO EXPLOR & ROYALTY CORP
91421.0,SOLITARIO ZINC CORP
91422.0,URANERZ ENERGY CORP
91423.0,VANGUARD INDEX FUNDS
91424.0,VANGUARD INDEX FUNDS
91425.0,REPUBLIC PICTURES CORP DE
91425.0,REPUBLIC PICTURES CORP
91426.0,AIRCASTLE LTD
91427.0,SECURITY CAPITAL ASSURANCE LTD
91427.0,SYNCORA HOLDINGS LTD
91428.0,ASCENT SOLAR TECHNOLOGIES INC
91429.0,BEIJING MED PHARM CORP
91429.0,B M P SUNSTONE CORP
91430.0,COMMUNITY NATL BANK LAKEWAY ARE
91431.0,HAMPTON ROADS BANKSHARES INC
91431.0,XENITH BANKSHARES INC NEW
91432.0,INNERWORKINGS INC
91433.0,REPUBLIC PICTURES CORP DE
91434.0,OSIRIS THERAPEUTICS INC NEW
91435.0,HANDHELD ENTERTAINMENT INC
91435.0,ZVUE CORP
91436.0,BLACKROCK REAL ASSET EQUITY TR
91437.0,B M B MUNAI INC
91438.0,C B R E REALTY FINANCE INC
91439.0,CENTRAL GOLD TRUST
91439.0,CENTRAL GOLDTRUST
91440.0,CLAYMORE E T F TRUST
91441.0,REPUBLIC SECURITY FINANCIAL COR
91442.0,CLAYMORE E T F TRUST
91443.0,CLAYMORE E T F TRUST
91444.0,CLAYMORE E T F TRUST
91445.0,CLAYMORE E T F TRUST
91446.0,COMMUNITY BANKERS ACQUISITN COR
91446.0,COMMUNITY BANKERS TRUST CORP
91447.0,ISHARES TRUST
91448.0,ISHARES TRUST
91449.0,ISHARES TRUST
91450.0,ISHARES TRUST
91451.0,ISHARES TRUST
91452.0,KAYNE ANDERSON ENERGY DEVELOP C
91453.0,MARATHON ACQUISITION CORP
91453.0,GLOBAL SHIP LEASE INC
91454.0,MILLENNIUM INDIA ACQUISIT CO IN
91455.0,MINDRAY MEDICAL INTL LTD
91456.0,MORGAN STANLEY CHINA A SHARE FD
91457.0,NEW ORIENTAL EDUC & TECH GP INC
91458.0,POWERSHARES E T F TRUST
91458.0,INVESCO D B G10 CURR HARVEST FN
91460.0,RESOURCES PENSION SHS 3
91461.0,WESTERN UNION CO
91462.0,BARE ESCENTUALS INC
91463.0,COMMVAULT SYSTEMS INC
91464.0,DIVX INC
91465.0,ORBIMAGE HOLDINGS INC
91465.0,GEOEYE INC
91466.0,HOME DIAGNOSTICS INC
91467.0,HUGHES COMMUNICATIONS INC
91468.0,I C F INTERNATIONAL INC NEW
91469.0,INTEGRITY BANCSHARES INC
91470.0,OMNI FINANCIAL SERVICES INC
91471.0,OPEXA THERAPEUTICS INC
91471.0,ACER THERAPEUTICS INC
91472.0,PORTER BANCORP INC
91472.0,LIMESTONE BANCORP INC
91473.0,POWERSHARES E T F TRUST
91474.0,POWERSHARES E T F TRUST
91475.0,POWERSHARES E T F TRUST
91476.0,RESTAURANT MANAGEMENT SVCS INC
91477.0,POWERSHARES E T F TRUST
91478.0,POWERSHARES E T F TRUST
91479.0,POWERSHARES E T F TRUST
91480.0,POWERSHARES E T F TRUST
91481.0,POWERSHARES E T F TRUST
91482.0,POWERSHARES E T F TRUST
91483.0,POWERSHARES E T F TRUST
91483.0,INVESCO E T F TRUST
91484.0,REXCOM SYSTEMS CORP
91485.0,RIVERBED TECHNOLOGY INC
91486.0,SHUTTERFLY INC
91487.0,WARNER CHILCOTT LTD
91487.0,WARNER CHILCOTT PLC IRELAND
91488.0,ZIOPHARM ONCOLOGY INC
91489.0,E V ENERGY PARTNERS L P
91490.0,HILAND HOLDINGS G P L P
91491.0,ACHILLION PHARMACEUTICALS INC
91492.0,RHEOMETRICS INC
91492.0,RHEOMETRIC SCIENTIFIC INC
91492.0,PROTERION CORP
91493.0,ACME PACKET INC
91494.0,BREITBURN ENERGY PARTNERS L P
91495.0,CADENCE PHARMACEUTICALS INC
91496.0,EDDIE BAUER HOLDINGS INC
91497.0,E FUTURE INFORMATION TECH INC
91497.0,E FUTURE HOLDING INC
91498.0,EHEALTH INC
91499.0,EAGLE ROCK ENERGY PARTNERS L P
91500.0,EXLSERVICE HOLDINGS INC
91501.0,FOX CHASE BANCORP INC
91502.0,HOME INNS & HOTELS MGMT INC
91502.0,HOMEINNS HOTEL GROUP
91503.0,LEMAITRE VASCULAR INC
91504.0,OPTIUM CORP
91505.0,RIDGEWOOD PROPERTIES INC
91506.0,SILICON GRAPHICS INC
