i,PARENT COMPANY NAME
363,MALTEUROP GROUPE
365,FOSTER FARMS
370,EVERGY INC
391,GOLDEN SPREAD ELECTRIC COOPERATIVE INC
394,HOUSEHOLD HAZARDOUS MATERIALS
396,PLATINUM EQUITY ADVISORS LLC
398,COUNTY OF SANDOVAL NEW MEXICO
402,COLORADO BEND 1 POWER LLC
415,CITY WATER & LIGHT PLANT OF THE CITY OF JONESBORO
423,NELSON INDUSTRIAL STEAM CO LTD
433,CRH AMERICAS INC
438,COUNTY OF LA CROSSE
439,ENGIE HOLDINGS INC
456,MACQUARIE INFRASTRUCTURE CO
457,STATE OF CALIFORNIA
470,LONGWOOD ENERGY PARTNERS LLC
488,TOKAI CARBON CB
524,PRESIDENT & FELLOWS OF HARVARD COLLEGE
526,STONEPEAK INFRASTRUCTURE FUND II LP
530,AUSTIN ENERGY CORP
563,COLUMBIA CITY OF (INC)
571,CITY OF FREMONT
592,ARCLIGHT CAPITAL HOLDINGS LLC
594,LS POWER EQUITY PARTNERS LP
605,COUNTY OF CANYON IDAHO
615,APG POLYTECH HOLDING
621,OHIO CUMBERLAND GAS CO INC
627,GOLDEN GATE SET PETROLEUM PARTNERS OF NEVADA LLC
640,TENASKA VIRGINIA PARTNERS LP
641,TENASKA ALABAMA II PARTNERS LP
662,UNIVERSITY OF TEXAS SYSTEM
680,AXIUM BNY COGENERATION PARTNERS LLC
690,COUNTY OF FRANKLIN
697,OLAM HOLDINGS INC
706,Edgewater Generation LLC
721,MOUNTAIN CREEK POWER LLC
740,FIRSTENERGY CORP
751,MANITOWOC PUBLIC UTILITIES (INC)
765,WHEELABRATOR TECHNOLOGIES HOLDINGS INC
860,PBF ENERGY INC
878,SIKESTON BOARD OF MUNICIPAL UTILITIES
886,NORTH DAKOTA UNIVERSITY SYSTEM
894,CITY OF DULUTH
906,CITY OF HOLLAND
943,CITY OF ANAHEIM
962,ITAFOS CONDA HOLDINGS
966,SOUTH CAROLINA PUBLIC SERVICE AUTHORITY
977,BUCKEYE POWER INC
1015,INTER-POWER/AHLCON PARTNERS LP
1025,ALLIANCE ENERGY GROUP LLC
1039,ENERGY TRANSFER LP
1043,INDECK ENERGY SERVICES INC
1047,THE PROCTER & GAMBLE CO
1049,IMTT-BAYONNE LLC
1052,"Rausch Creek Electric Power Holdings, LLC"
1055,OLYMPUS HOLDINGS LLC
1092,VICINITY ENERGY
1107,NATGAS HOLDINGS 2 LLC C/O STARWOOD ENERGY GROUP
1111,BERKSHIRE POWER CO LLC
1114,Tiverton Power
1115,TENASKA GEORGIA PARTNERS LP
1116,TENASKA FRONTIER PARTNERS LTD
1124,Cogentrix Energy
1128,AMALGAMATED INVESTMENTS CO
1142,TENASKA GATEWAY PARTNERS LTD
1145,WOLF HOLLOW I POWER LLC
1153,EAST KENTUCKY POWER COOPERATIVE INC
1155,ORROYO ENERGY INVESTMENT PATNERS
1161,POLARIS RATHDRUM LLC
1196,LIBERTY UTILITIES CO
1204,TENASKA ALABAMA PARTNERS LP
1248,HAWAIIAN ELECTRIC INDUSTRIES INC
1258,CITY OF LOS ANGELES
1342,Cedar Falls Utilities
1351,NESTLE HOLDINGS INC
1354,MAYOR & COUNCIL OF BALTIMORE
1362,CITY OF NEW YORK
1378,CLEO CORPORATE HOLDINGS LLC
1404,BAYPORT POLYMERS LLC
1465,BLACK HAWK MINING INC
1467,DRAKE CEMENT LLC
1469,MONARCH CEMENT CO
1481,DUPONT DE NEMOURS INC
1485,REAL ALLOY HOLDING LLC
1502,DSM HOLDING CO USA INC
1507,R B PAMPLIN CORP
1513,COUNTY OF LINN
1518,COUNTY OF BUNCOMBE NC
1520,FIELDWOOD HOLDINGS LLC
1526,"Western Midstream Partners, LP"
1533,MARTINEZ REFINING CO LLC
1550,BROWN UNIVERSITY IN PROVIDENCE IN THE STATE OF RHODE ISLAND &  PROVIDENCE PLANTATIONS
1565,KORT INVESTMENTS LP
1586,SMITHFIELD FOODS INC
1596,FANJUL CORP
1601,KURARAY HOLDINGS USA INC
1602,SOUTHWEST IOWA RENEWABLE ENERGY LLC
1604,THE TRUSTEES OF PRINCETON UNIVERSITY
1612,LOUIS DREYFUS CO NORTH AMERICA LLCC
1614,COUNTY OF PINELLAS
1615,HYDRO EXTRUSION USA LLC
1630,COUNTY OF CHARLOTTE
1637,Bayer US Holding LP
1638,AJINOMOTO ANIMAL NUTRITION NORTH AMERICA INC
1649,RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA
1651,COUNTY OF SARPY NEBRASKA
1652,SHELL PETROLEUM INC
1655,COUNTY OF CATAWBA
1661,COUNTY OF ONSLOW
1663,HUNTINGTON INGALLS INDUSTRIES INC
1665,"O-I GLASS, INC"
1676,OLS ACQUISITION CORP
1706,HERNANDO COUNTY FLORIDA
1711,UNIVERSITY OF MAINE SYSTEM
1713,OWENS CORNING
1714,Elanco US INC
1732,MATHESON TRI-GAS INC
1745,MOLSON COORS BEVERAGE CO
1755,"LYONDELLBASELL ACETYLS, LLC"
1763,THE WILLIAMS COS INC
1797,LINCOLN ELECTRIC CO
1807,SHOW ME ETHANOL LLC
1817,CENTRAL IOWA RENEWABLE ENERGY LLC
1825,SSAB US HOLDING INC
1835,CITY OF LINCOLN
1841,COUNTY OF BARTHOLOMEW
1848,"Westen Mdstream Partners, LP"
1911,BAYER US HOLDING LP
1977,MAVERICK NATURAL RESOURCES LLC
1985,"COE Bridgewater LLC c/o Thor Equities, LLC"
2027,STATE OF FLORIDA
2035,COUNTY OF CRAWFORD
2045,COUNTY OF HARFORD
2047,LEGACY RESERVES INC
2055,COUNTY OF MARATHON
2076,CITY OF AKRON
2080,AHLSTROM-MUNKSJO NORTH AMERICA SPECIALTY SOLUTIONS LLC
2081,CITY OF LAGRANGE
2083,The LYCRA CO LLC
2085,COX OIL CO INC
2088,JBS USA FOOD CO
2095,REX AMERICAN RESOURCES CORP
2097,WARBURG PINCUS LLC
2101,MAZDA MOTOR OF AMERICA INC
2105,TALLGRASS DEVELOPMENT LP
2109,NAVITAS MIDSTREAM PARTNERS LLC
2127,LHOIST NORTH AMERICA INC
2147,KNOXVILLE UTILITIES BOARD (INC)
2155,BUNGE NORTH AMERICA INC
2159,FIRST QUALITY ENTERPRISES INC
2162,KRATON CO
2168,VEOLIA ENVIRONMENTAL SERVICES NORTH AMERICA CORP
2180,UNIVERSITY OF COLORADO AT BOULDER
2195,PARISH OF JEFFERSON DAVIS
2234,CORTEVA INC
2241,MCKITTRICK LLC
2243,KERN FRONT COGENERATION PL
2259,JELD-WEN HOLDING INC
2261,LANCASTER COUNTY SOILD WASTE MANAGEMENT AUTHORITY
2269,TALOS ENERGY INC 
2280,NEW JERSEY RESOURCES CORP
2281,NOVELIS CORP
2288,COUNTY OF LOS ANGELES
2296,CORP OF THE PRESIDENT OF THE CHURCH OF JESUS CHRIST OF LATTER-DAY SAINTS
2306,DES MOINES COUNTY REGIONAL SOLID WASTE
2336,KNAUF INSULATION
2340,IOWA STATE UNIVERSITY OF SCIENCE &  TECHNOLOGY
2384,BIF II DISTRICT ENERGY HOLDINGS III DELAWARE LLC
2388,THE UNIVERSITY OF WASHINGTON BOARD OF REGENTS
2454,ARGOS USA LLC
2459,CITY OF BATON ROUGE
2462,MIDAMERICAN FUNDING LLC
2469,VALLOUREC STAR LP
2481,SUNCOKE ENERGY INC
2498,NATURAL GAS UTILITY DIST OF HAWKINS COUNTY
2501,HUNT CRUDE OIL SUPPLY CO LLC
2503,ARCOSA INC
2529,SOLVAY AMERICA  INC
2531,SALT RIVER PIMA MARICOPA INDIAN COMMUNITY EDUCATIONAL SE
2533,Southern Star Central Corp
2549,HOOD COS INC
2557,HELIS OIL & GAS CO LLC
2570,UTILITY COMMISSION CITY OF FORT VALLEY
2582,SK CAPITAL PARTNERS LP
2591,COUNTY OF KERN
2592,COUNTY OF SARASOTA
2612,Graymont Inc
2651,SENTINEL PEAK RESOURCES LLC
2668,PQ GROUP HOLDINGS INC
2670,SEKISUI AMERICA CORP
2674,SEMCO HOLDING CORP
2676,COUNTY OF MADISON
2679,ONEIDA HERKIMER SOLID WASTE MANAGEMENT AUTHORITY INC
2681,THE COASTAL REGIONAL SOLID WASTE MANAGEMENT AUTHORITY
2682,COUNTY OF CORTLAND
2685,COUNTY OFGREENWOOD
2707,GCC OF AMERICA INC
2726,NOVARTIS CORP
2749,MICOAST ENERGY LLC
2789,GENERIS BUYER INC
2805,COUNTY OF MADERA
2826,COUNTY OF DESCHUTES
2833,THE SOLID WASTE DISPOSAL AUTHORITY OF THE CITY OF HUNTSVILLE
2856,CLEAN HARBORS INC
2879,CT WILLIAMS & CO INC
2884,LAMBDA ENERGY RESOURCES LLC
2889,ND PAPER LLC
2892,COUNTY OF GORDON GA
2893,COUNTY OF MURRAY
2908,COUNTY OF BRADLEY TN
2915,APEX HOLDING CO
2917,ICL NORTH AMERICA INC
2922,Arconic Corp
2927,KENT COUNTY OF (INC)
2928,DCO ENERGY LLC
2930,THE HORRY COUNTY SOLID WASTE AUTHORITY INC
2932,Vicinity Energy
2961,"NORTEX MIDSTREAM PARTNERS, LLC"
2967,COUNTY OF ADA
2968,UTAH GAS CORP
2988,COUNTY OF MARICOPA
2993,SUPERIOR REFINING CO LLC
2998,BERKELEY COUNTY WATER & SANITATION AUTHORITY
3011,ANCHORAGE MUNICIPALITY OF INC
3029,COUNTY OF KNOX
3037,COVIA HOLDINGS CORP
3038,COUNTY OF GEORGETOWN SOUTH CAROLINA
3045,SEVIER COUNTY UTILITY DISTRICT OF SEVIER COUNTY TENNESSEE
3047,COUNTY OF COLUMBIA
3082,BEACON WEST ENERGY GROUP LLC
3093,ECO-BAT NORTH AMERICA
3104,CASCADES INC
3106,COUNTY OF MUSCATINE
3145,TWIN RIVERS PAPER CO LLC
3153,PARAGON ENERGY HOLDING LLC
3163,ROCHE HOLDINGS INC
3164,COUNTY OF ROANOKE
3168,ARCTIC SLOPE REGIONAL CORP
3191,COMMISSION OF PUBLIC WORKS CITY OF LAURENS
3196,UNIVERSITY OF MISSOURI SYSTEM
3208,FRESENIUS MEDICAL CARE HOLDINGS INC
3209,TRUSTEES OF INDIANA UNIVERSITY
3210,BABCOCK & BROWN BIOFUELS IBEC HOLDINGS LLC
3213,HALLIBURTON CO
3214,STEEL REEF BURKE LLC
3217,UNIVERSITY OF DELAWARE
3230,COUNTY OF AUGUSTA-RICHMOND
3243,AMSTED INDUSTRIES INC
3263,RSR NORTH AMERICA CORP
3271,CITY OF BOUNTIFUL
3286,MERITAGE MIDSTREAM SERVICES II LLC
3290,COUNTY OF CLAYTON
3296,COLUMBUS GEORGIA CONSOLIDATED GOVERNMENT
3305,COUNTY OF DOUGHERTY
3340,CITRUS COUNTY FLORIDA
3353,HALL COUNTY OF GEORGIA
3354,SK CAPTITAL PARTNER II LP
3356,CLEARWAY ENERGY GROUP LLC
3363,COUNTY OF PEORIA
3382,JEFFERSON COUNTY ALABAMA
3383,THE CLEVELAND CLINIC FOUNDATION
3385,MONUMENT CHEMICAL LLC
3389,SOUTHEAST BERRIEN COUNTY LANDFILL
3396,INCOBRASA INDUSTRIES LTD
3404,TEXAS TECH UNIVERSITY SYSTEM
3407,CITY OF GRAND FORKS
3419,COUNTY OF MORRISON
3422,JEFFERSON-COCKE COUNTY PUBLIC UTILITY DISTRICT
3439,ANDROSCOGGIN VALLEY REGIONAL REFUSE
3440,FUYAO GLASS AMERICA INC
3445,CONESTOGA ENERGY HOLDINGS LLC
3446,CITY OF LAKE HAVASU
3450,THE CHARLES COUNTY GOVERNMENT
3453,THE VANDERBILT UNIVERSITY
3462,ESSITY NORTH AMERICA INC
3466,COUNTY OF DECATUR
3477,COUNTY OF LAMAR
3495,CITY OF CHATTANOOGA
3523,LINDSAY GOLDBERG LLC
3526,COUNTY OF DAVIDSON
3553,GLOUCESTER COUNTY IMPROVEMENT AUTHORITY INC
3558,COUNTY OF CLARK
3564,COUNTY OF SPARTANBURG SOUTH CAROLINA
3565,COUNTY OF JOHNSTON
3567,COUNTY OF SAMPSON NORTH CAROLINA
3570,BHP MINERALS INTERNATIONAL LLC
3576,CASEY CO
3630,CITY OF OWATONNA
3649,UNIVERSITY OF NOTRE DAME DU LAC
3651,MARIETTA ERAMET INC
3661,BOARD OF REGENTS OF THE UNIVERSITY SYSTEM OF GEORGIA
3679,BRUNDIDGE ACQUISITIONS
3683,CITY OF LAKE WORTH
3692,"Viking Energy of McBain, LLC"
3693,STEELRIVER INFRASTRUCTURE PARTNERS LP
3712,ELI LILLY & CO MASTER TRUST FOR EMPLOYEE BENEFITS
3732,COUNTY OF OSWEGO
3741,CITIZENS GAS UTILITY DISTRICT INC
3742,THE ONEIDA GROUP INC
3762,ELECTROLUX NORTH AMERICA INC
3766,COUNTY OF LEWIS & CLARK
3770,Wieland North America
3786,CSTN HOLDINGS INC
3787,CHENEY LIME & CEMENT CO INC
3791,ASTORIA PROJECT PARTNERS LLC
3793,BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA
3794,COLORADO STATE UNIVERSITY SYSTEM
3828,MACPHERSON ENERGY CORP
3831,AGC FLAT GLASS NORTH AMERICA INC
3851,LINCOLNLAND AGRI-ENERGY LLC
3853,WILLIAM MARSH RICE UNIVERSITY INC
3858,COUNTY OF MIAMI-DADE WASTE MANAGEMENT
3868,Wabtec US Rail Inc
3870,EMD ACQUISITION LLC
3877,LODERS CROKLAAN USA LLC
3892,CENTRAL GLASS CO LTD
3912,BASIC AMERICAN INC
3917,RECOLOGY INC
3935,CK TECHNOLOGIES INC
3945,SEMPRA ENERGY 
3958,HENNEPIN COUNTY
3960,Community Eco Power LLC
3964,NORTH SHORE E&P
3972,CECIL COUNTY MARYLAND
3978,"Attis Biofuels, LLC"
4000,BERRY GLOBAL GROUP INC
4004,"Viking Energy of Lincoln, LLC"
4008,"Community Eco Power, LLC"
4018,MUNICIPAL UTILITIES
4024,DS SMITH PLC
4025,LANDFILL 33 LTD INC
4044,COUNTY OF MANATEE
4047,COUNTY OF YAKIMA
4051,NORTHERN PIPELINE BORDER CO
4053,GRIZZLY ENERGY LLC
4097,Ascend Performance Materials Holdings Inc
4101,"MIP IV Boomerang Holdings, LLC"
4104,3CM HOLDINGS LLC
4105,COPPER VALLEY ELECTRIC ASSOC INC
4106,SUMMIT UTILITIESINC
4109,COUNTY OF MOHAVE
4153,COUNTY OF LENOIR
4166,TATA CHEMICALS (SODA ASH) PARTNERS NORTH AMERICA
4174,Willamette Falls Paper Co
4176,WHOLESTONE FARMS COOPERATIVE INC
4177,COUNTY OF MONMOUTH
4178,COUNTY OF BROWN SOUTH DAKOTA
4183,DAIKIN HOLDINGS AMERICA INC
4215,MALLINCKRODT LLC
4222,SANTEE PRINT WORKS
4223,DAVIESS COUNTY
4227,KANEKA AMERICAS HOLDING INC
4234,AMALGAMATED WARBASSE HOUSES TENANTS ASSOC INC
4236,BIRLA CARBON USA INC
4239,SUMMIT MATERIALS INC
4244,CALUMET SPECIALTY PRODUCTS PARTNERS LP
4251,COUNTY OF ALAMANCE
4266,WEST TENNESSEE PUBLIC UTILITY DISTRICT OF WEAKLEY CARROLL &  BENTON COUNTIES TENNESSEE
4278,EPD HOLDINGS LLC
4289,VERSUM MATERIALS INC
4292,PUBLIC UTILITIES BOARD OF THE CITY OF BROWNSVILLE TEXAS
4298,LEPRINO FOODS CO
4299,CITY OF CASPER
4322,HOMER ELECTRIC ASSOC INC
4329,COUNTY OF LYON
4333,GEVO INC
4336,TRINITY HEALTH CORP
4337,MCCARTHY-BUSH CORP
4343,CONTURA ENERGY INC
4345,CAROLINA STALITE CO LTD PTNR
4352,KARNAVATI HOLDINGS INC
4354,PMC GROUP INC
4362,PINE LAKE CORN PROCESSORS LLC
4372,AS AMERICA INC
4378,TABULA RASA PARTNERS LLC
4382,KENAI PENINSULA BOROUGH (INC)
4383,CORONADO GROUP LLC
4385,GLACIAL LAKES ENERGY LLC
4390,COUNTY OF CROOK
4396,LEXINGTON-FAYETTE URBAN COUNTY GOVERNMENT
4406,DOUGLAS COUNTY
4414,COUNTY OF ANGELINA
4416,CRAIGHEAD COUNTY SOLID WASTE DISPOSAL AUTHORITY
4429,AMERICAN AIRLINES GROUP INC
4437,Kosei America Holdings Inc
4438,MIDSTREAM ENERGY PARTNERS (USA) LLC
4444,MITSUBISHI ELECTRIC CORP
4449,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER EDUCATION
4461,COUNTY OF CHAUTAUQUA
4465,AM/NS CALVERT LLC
4469,St Rose Refinery LLC
4474,COMMERCIAL BRICK CORP
4480,MELROSE INDUSTRIES PLC
4485,LICKING RURAL ELECTRIFICATION INC
4491,COUNTY OF OLMSTED
4494,MAGNITUDE 7 METALS LLC
4496,NIPPON STEEL NORTH AMERICA INC
4528,LIFESPAN CORP
4543,CITY OF HENDERSON
4547,LION ELASTOMERS HOLDINGS
4555,Ensign Natural Resources LLC
4562,COUNTY OF DEKALB
4564,ELEMENTIS GLOBAL LLC
4566,INC COUNTY OF LOS ALAMOS
4576,COUNTY OF ESCAMBIA
4592,JX NIPPON OIL & ENERGY USA INC
4606,THE UNIVERSITY OF NORTH CAROLINA
4622,CARVER MARION WAREHAM REGIONAL REFUSE DISPOSAL DISTRICT
4642,DELAWARE COUNTY PENNSYLVANIA
4643,O'BRIEN INDUSTRIAL HOLDING LLC
4655,AMERICAN ZINC RECYCLING LLC
4667,AUX SABLE LIQUID PRODUCTS LP
4679,BOARD OF GOVERNORS STATE UNIVERSITY SYSTEM OF FLORIDA
4687,Valero Energy Corp
4694,"Starlight Relativity Acquisition CO, LLC"
4709,CRESTWOOD EQUITY PARTNERS LP
4730,COUNTY OF EAGLE
4761,LAFARGEHOLCIM NORTH AMERICA INC
4762,LAKE APOPKA NATURAL GAS DISTRICT (INC)
4767,BMW (US) HOLDING CORP
4780,COUNTRYMARK COOPERATIVE HOLDING CORP
4782,Chevron USA Inc (CUSA)
4785,GLASS ENERGY CO INC
4786,NEW DALTON HOLDINGS CORP
4790,HUMPHREYS COUNTY UTILITY DISTRICT (INC)
4811,WASHINGTON MILLS GROUP INC
4814,ARIZONA ELECTRIC POWER COOPERATIVE INC
4855,KYOWA HAKKO USA INC
4858,POET BIOREFINING LLC
4866,LNG FREEPORT DEVELOPMENT LP
4867,THE KRAFT HEINZ CO
4875,CITY OF BIRMINGHAM
4886,"HPC HOLDINGS, INC"
4899,UNIFIED GOVERNMENT OF ATHENS-CLARKE COUNTY
4936,COUNTY OF ERIE
4949,COUNTY OF NEW HANOVER
4956,GLAXOSMITHKLINE SL HOLDINGS INC
4978,MOUNTAIRE CORP
4984,Hecla Greens Creek Mine
4993,CITY OF ANN ARBOR
5002,NAVISTAR INTERNATIONAL CORP
5006,ARIZONA STATE UNIVERSITY
5012,NATURESWEET USA LLC
5016,LAFAYETTE CITY PARISH CONSOLIDATED GOVERNMENT
5022,MERCED COUNTY REGIONAL WASTE MANAGEMENT AUTHORITY
5024,OKLAHOMA ENVIRONMENTAL MANAGEMENT AUTHORITY LLC
5030,FOUR S OIL CO INC
5050,GREER INDUSTRIES INC
5078,DAIMLER TRUCKS NORTH AMERICA LLC
5088,GLANBIA INC
5096,GERE PROPERTIES LLC
5101,CLARION INDUSTRIES INC
5131,SANOFI US SERVICES INC
5187,CONAGRA BRANDS INC
5188,ARIZONA BOARD OF REGENTS
5201,DE SOTO PARISH POLICE JURY
5214,REXNORD CORP
5254,CITY OF CANTON
5257,COUNTY OF SNOHOMISH WASHINGTON
5266,Greylock Energy
5280,MONTEREY COAL
5348,THE WASHINGTON UNIVERSITY
5351,MOUNTAINEER GAS CO
5403,CERRO GORDO COUNTY OF (INC)
5414,COUNTY OF KOOTENAI
5418,THE CARLYLE GROUP LP
5433,SNYDER ASSOCIATED COS INC
5439,OAK RIDGE UTILITY DISTRICT INC
5452,BOROUGH OF FAIRBANKS NORTH STAR
5468,COVESTRO LCC
5491,COUNTY OF LEFLORE
5494,"Lion Copolymer Holdings, LLC"
5498,DE MENNO-KERDOON TRADING CO
5499,CITY OF ALEXANDRIA
5520,ARAMCO SERVICES CO
5582,COUNTY OF MESA
5590,MUNICIPAL UTILITIES BOARD OF DECATUR MORGAN COUNTY ALABAMA
5592,GFL ENVIRONMENTAL USA INC
5600,WILLIAMS COS INC (THE)
5603,COUNTY OF LANE
5610,COUNTY OF FULTON GEORGIA
5617,UNIFIED GOVERNMENT OF WYANDOTTE COUNTY
5619,CITY OF HUMBOLDT
5631,NORTHWEST NATURAL HOLDING CO
5655,ND PAPER INC
5660,COUNTY OF OUTAGAMIE
5666,THE DAY & ZIMMERMANN GROUP INC
5673,BOYD COUNTY SANITARY LANDFILL INC
5674,COUNTY OF STAFFORD VIRGINIA
5684,CORNING NATURAL GAS HOLDING CORP
5685,CULLMAN JEFFERSON COUNTIES GAS DISTRICT INC
5725,COUNTY OF ALLEN
5728,PHOENIX PAPER WICKLIFFE LLC
5729,COUNTY OF SAN JOAQUIN
5762,COUNTY OF HARDIN
5763,WALLEYE POWER LLC
5795,HOWARD COUNTY OF MARYLAND (INC)
5810,TRANSALTA USA INC
5817,CITY OF MEMPHIS
5831,COUNTY OF ELKHART
5834,MUNICIPALITY OF ANCHORAGE - SOLID WASTE SERVICE
5862,CULLMAN ENVIRONMENTAL INC
5865,"Empire Acquisition, LLC"
5874,ALTIVIA CORP
5920,COUNTY OF LOUDON
5925,MORRISTOWN-HAMBLEN COUNTY SOLID WASTE SYSTEM
5936,STANISLAUS FOOD PRODUCTS CO
5937,PEL Gulf Coast LLC
5966,SYCAMORE GAS CO
5990,AG ENERGY PARTNERS LP
6048,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY
6060,"Park Falls Industrial Management, LLC"
6067,DICALITE MANAGEMENT GROUP INC
6106,Kentex Worland LLC
6125,"Messer North America, Inc"
6155,TUNNEL HILL PARTNERS LP
6158,COUNTY OF MUSKEGON
6166,NOURYON CHEMICALS LLC
6173,EP ENERGY CORP
6216,COUNTY OF KING
6307,GRAMERCY HOLDINGS I LLC
6326,MIDWEST GAS COS INC
6339,ARC INTERNATIONAL NORTH AMERICA LLC
6381,WASTE SERVICES OF THE BLUEGRASS LLC
6404,DJR ENERGY LLC
6405,OWN RESOURCES OPERATING LLC
6412,NGK NORTH AMERICA INC
6413,JORDAN DEVELOPMENT CO LLC
6421,Ovintiv USA Inc
6428,MURPHY USA INC
6452,MARATHON OIL CORP
6455,WEST BAY EXPLORATION CO
6461,CRESTONE PEAK RESOURCES LLC
6484,CHAMP LANDFILL CO LLC
6496,ARENA ENERGY LP
6510,XPR Resources LLC
6513,ROAN RESOURCES INC
6527,TERRA ENERGY PARTNERS LLC
6560,SF HOLDING CORP
6577,ENI PETROLEUM CO INC
6595,PIONEER NATURAL RESOURCES CO
6618,AMERICAN MUNICIPAL POWER INC
6619,FR BISON HOLDINGS INC
6621,BROADCOM INC
6622,SCHMOLZ + BICKENBACH USA INC
6634,IRVING JD LTD
6639,CNX RESOURCES CORP
6640,HEXION HOLDINGS CORP
6644,ARSENAL ENERGY HOLDINGS LLC
6651,AUX SABLE MIDSTREAM LLC
6652,SAMSON RESOURCES CORP
6653,PENNSYLVANIA GENERAL ENERGY CORP
6689,THE GORES GROUP LLC
6705,LAREDO PETROLEUM INC
6710,FJ MANAGEMENT INC
6726,SLAWSON COS INC
6729,Impact Exploration & Production
6731,GBK CORP
6732,STATE OF NEW JERSEY
6742,SAPPHIRE POWER HOLDINGS LLC
6778,Haynesville Gathering LP
6794,Westmoreland Mining LLC
6797,HIGHPOINT RESOURCES CORP
6813,DIAMONDBACK ENERGY INC
6815,FELMAN PRODUCTION LLC
6829,CHEMTRADE LOGISTICS INC
6830,Rosewood Resources Inc
6846,PARK-OHIO HOLDINGS CORP
6855,JONES ENERGY INC
6858,MONTEFIORE HEALTH SYSTEM INC
6862,HAIER SMART HOME CO LTD
6889,Accuride Corp
6891,EQUINOR US HOLDINGS INC
6900,TMR EXPLORATION INC
6909,COUNTY OF CRISP
6914,LAREDO ENERGY IV GP LLC
6922,SILVERBOW RESOURCES INC
6928,SANCHEZ OIL & GAS CORP
6930,ITC INVESTMENT HOLDING INC
6934,VERDAD RESOURCES LLC
6944,RAMACO RESOURCES INC
6965,WHITE OAK ENERGY LLC
6986,NORTHWOODS ENERGY LLC
6988,BLUEFIN RESOURCES LLC
6994,WOLVERINE FUELS LLC
7034,COMSTOCK RESOURCES INC
7036,LCRA WHOLESALE ENERGY SERVICES CORP
7072,LOS GATOS TOMATO PRODUCTS LLC
7077,MITSUBISHI MOTORS CORP
7080,RESERVE GROUP MANAGEMENT CO
7089,"NXP USA, Inc"
7093,"NXP USA, INC"
7106,WESTERN MIDSTREAM PARTNERS LLC
7115,TOWER US HOLDINGS IN
7122,CONCORDE SPECIALTY GASES INC
7131,MURRAY AMERICAN RESOURCES INC
7133,DAYLIGHT PETROLEUM LLC
7144,INGERSOLL-RAND CO
7145,FLYWHEEL ENERGY
7162,FRIEDRICH AIR CONDITIONING LLC
7165,MISSION CREEK OPCO LLC
7171,Summit Petroleum Corp
7172,FMR LLC
7189,OASIS PETROLEUM INC
7204,ANKOR E&P HOLDINGS CORP
7207,BREWTON CITY OF (INC)
7208,WEST ESCAMBIA UTILITIES INC
7209,BATTALION OIL CORP
7210,PARISH OF WASHINGTON
7211,MACLAND DISPOSAL CENTER INC
7214,AAF-MCQUAY
7222,CROWHEART ENERGY LLC
7228,NOCO INC
7230,GOVERNMENT OF ABU DHABI
7232,GEORGE E WARREN LLC
7374,MITSUI & CO LTD
7416,One Rock Capital Partners LLC
7419,MARUBENI AMERICA CORP
7431,CGB ENTERPRISES INC
7437,COUNTY OF MARION
7441,RINCON LTD
7477,OCI PARNERS LP
7497,GEISINGER HEALTH
7511,AC OCEAN WALK LLC
7514,DIAGEO USVI INC
7518,GRADE 6 OIL LLC
7530,Terracore Operating CO
7531,GULF FINANCE LLC
7544,SIEMENS USA HOLDINGS INC
7568,MATADOR RESOURCES CO
7578,NORTHWEST DAIRY ASSOC
7584,LEXINGTON CITY OF (INC)
7591,SEMGROUP CORP
7606,HOUWELING UTAH HOLDINGS INC
7609,SOUTH CENTRAL IOWA LANDFILL AGENCY INC
7611,ALBANY WATER GAS & LIGHT COM
7615,SOUTHSIDE REGIONAL PUBLIC SERVICE AUTHORITHY
7626,HABERSHAM COUNTY
7627,COUNTY OF WEBER
7633,Guam Solid Waste Authority
7637,SOLID WASTE SERVICES INC
7645,LUCID ENERGY GROUP II LLC
7659,"Clarios, LLC"
7663,CLINTON-NEWBERRY NATURAL GAS AUTHORITY
7683,LABORATORY CORP OF AMERICA HOLDINGS
7684,KIA MOTORS CORP
7685,ORIGIN MINING CO LLC
7691,IRONCLAD ENERGY PARTNERS LLC
7693,Convergen Energy LLC
7694,CITY OF ALAMOGORDO
7695,US CERAMICS LLC
7698,ROCKALL ENERGY LLC
7702,COUNTY OF CAMPELL WYOMING
7704,GLACIER OIL & GAS CORP
7713,OMYA INDUSTRIES INC
7746,CITY OF CAIRO
7760,TESLA INC
7771,HUHTAMAKI AMERICAS INC
7774,MATANUSKA-SUSITNA BOROUGH EMPLOYEE'S ASSOC
7776,TPG CAPITAL MANAGEMENT LP
7800,COUNTY OF SEWARD KANSAS
7814,HAWKWOOD ENERGY MANAGEMENT LLC
7818,WHITING OIL GAS CORP
7837,COUNTY OF LEA
7864,LACTALIS AMERICAN GROUP INC
7881,COGENT MIDSTREAM WESTEX LLC
7892,CENTENNIAL RESOURCE DEVELOPMENT INC
7895,COUNTY OF HAYWOOD
7905,COUNTY OF KINGS
7934,EARTHSTONE ENERGY INC
7980,MATANUSKA ELECTRIC ASSOC INC
8009,ALINDA CAPITAL PARTNERS LLC
